timestamp,title,seller_name,brand,description,initial_price,final_price,currency,availability,reviews_count,categories,asin,buybox_seller,number_of_sellers,root_bs_rank,answered_questions,domain,images_count,url,video_count,image_url,item_weight,rating,product_dimensions,seller_id,date_first_available,discount,model_number,manufacturer,department,plus_content,upc,video,top_review,variations,delivery,features,format,buybox_prices,parent_asin,input_asin,ingredients,origin_url,bought_past_month,is_available,root_bs_category,bs_category,bs_rank,badge,subcategory_rank,amazon_choice,images,product_details,prices_breakdown,country_of_origin
2023-08-08 00:00:00.000,Dell Inspiron 15,Official Dell Store,Dell,The Dell Inspiron 15 offers top-notch performance and premium design.,1333.0,1297.97,USD,In Stock,558,"[""Electronics"", ""PC & Hardware"", ""Laptop""]",E4MG01DOGR,Dell Official,5,1656,422,amazon.com,6,https://www.amazon.com/dp/9RCLSW3CQO,0,https://m.media-amazon.com/images/I/951623164.jpg,1.08 kg,3.6,35 x 13 x 9 cm,SELLER9219,2019-12-10 00:00:00.000,2%,MOD9986,Dell,Electronics,false,418619251775,true,This product exceeded my expectations!,"[{""asin"": ""H9A8TKW45Y"", ""name"": ""Inspiron 15 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 1297.97, ""currency"": ""USD""}",9DX3AKRHY3,UVXCXAXC3H,,https://www.amazon.com/dp/PBAX0TUI1G,155,false,Electronics,Laptop,665,Amazon's Choice,406,false,"[""https://m.media-amazon.com/images/I/763468703.jpg"", ""https://m.media-amazon.com/images/I/838098632.jpg""]",Full specifications for Dell Inspiron 15 available on Amazon.,"{""initial"": 1333.0, ""final"": 1297.97}",China
2019-12-20 00:00:00.000,MSI Stealth 15,Official MSI Store,MSI,The MSI Stealth 15 offers top-notch performance and premium design.,1687.25,1441.26,USD,In Stock,425,"[""Electronics"", ""PC & Hardware"", ""Laptop"", ""Gaming Laptop""]",Y0CGLMBXNQ,MSI Official,5,1763,29,amazon.com,3,https://www.amazon.com/dp/GKO5BWEN3I,4,https://m.media-amazon.com/images/I/605406052.jpg,2.88 kg,3.1,36 x 48 x 10 cm,SELLER6365,2023-09-30 00:00:00.000,14%,MOD7251,MSI,Electronics,false,492404635947,false,This product exceeded my expectations!,"[{""asin"": ""KMQB540MVW"", ""name"": ""Stealth 15 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 1441.26, ""currency"": ""USD""}",9Y7CIKI1YE,FEZYOT5X79,,https://www.amazon.com/dp/BHW40X76AS,438,true,Electronics,Gaming Laptop,447,Amazon's Choice,469,false,"[""https://m.media-amazon.com/images/I/662139236.jpg"", ""https://m.media-amazon.com/images/I/158494298.jpg""]",Full specifications for MSI Stealth 15 available on Amazon.,"{""initial"": 1687.25, ""final"": 1441.26}",USA
2020-05-12 00:00:00.000,Samsung T7 Portable SSD,Official Samsung Store,Samsung,The Samsung T7 Portable SSD offers top-notch performance and premium design.,304.87,264.19,USD,Out of Stock,3044,"[""Electronics"", ""Storage Devices""]",4V03J71QVA,Samsung Official,2,1040,8,amazon.com,10,https://www.amazon.com/dp/7Z8FFH0KXN,4,https://m.media-amazon.com/images/I/714510885.jpg,2.15 kg,4.9,34 x 12 x 10 cm,SELLER5587,2022-04-09 00:00:00.000,13%,MOD9369,Samsung,Electronics,false,723191445624,false,This product exceeded my expectations!,"[{""asin"": ""5LDP3JVBP1"", ""name"": ""T7 Portable SSD - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 264.19, ""currency"": ""USD""}",TSBZYW2J9Y,CTIX1E4SKJ,,https://www.amazon.com/dp/JW1VYF7RAS,450,false,Electronics,Storage Devices,901,Best Seller,219,false,"[""https://m.media-amazon.com/images/I/706873275.jpg"", ""https://m.media-amazon.com/images/I/629084646.jpg"", ""https://m.media-amazon.com/images/I/650728176.jpg""]",Full specifications for Samsung T7 Portable SSD available on Amazon.,"{""initial"": 304.87, ""final"": 264.19}",China
2024-11-13 00:00:00.000,Philips Sonicare 9900,Official Philips Store,Philips,The Philips Sonicare 9900 offers top-notch performance and premium design.,235.31,208.01,USD,Out of Stock,4709,"[""Home & Kitchen"", ""Appliances""]",4J8YJHBKSE,Philips Official,4,996,268,amazon.com,8,https://www.amazon.com/dp/6F9WY4P314,0,https://m.media-amazon.com/images/I/901546130.jpg,2.21 kg,3.4,35 x 40 x 8 cm,SELLER9862,2024-08-25 00:00:00.000,11%,MOD4228,Philips,Home & Kitchen,true,728079166104,true,This product exceeded my expectations!,"[{""asin"": ""J969V1X1PM"", ""name"": ""Sonicare 9900 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 208.01, ""currency"": ""USD""}",NB6R79RP2K,6PV3AFTNL8,,https://www.amazon.com/dp/IE1OS1CLK3,45,true,Home & Kitchen,Appliances,411,Best Seller,37,false,"[""https://m.media-amazon.com/images/I/185691922.jpg""]",Full specifications for Philips Sonicare 9900 available on Amazon.,"{""initial"": 235.31, ""final"": 208.01}",Japan
2020-01-31 00:00:00.000,Philips Sonicare 9900,Official Philips Store,Philips,The Philips Sonicare 9900 offers top-notch performance and premium design.,160.92,144.71,USD,Out of Stock,2796,"[""Home & Kitchen"", ""Appliances""]",7CVB4VC75H,Philips Official,3,4668,378,amazon.com,4,https://www.amazon.com/dp/L5BCK3CTPP,3,https://m.media-amazon.com/images/I/856574978.jpg,1.57 kg,4.5,50 x 18 x 19 cm,SELLER2751,2024-06-13 00:00:00.000,10%,MOD9691,Philips,Home & Kitchen,true,928725968845,true,This product exceeded my expectations!,"[{""asin"": ""JPTSMUD9OH"", ""name"": ""Sonicare 9900 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 144.71, ""currency"": ""USD""}",T1D46YU6J5,075D6CQN7S,,https://www.amazon.com/dp/NBCGRZUEB0,308,true,Home & Kitchen,Appliances,522,Best Seller,396,false,"[""https://m.media-amazon.com/images/I/555091902.jpg"", ""https://m.media-amazon.com/images/I/780524254.jpg""]",Full specifications for Philips Sonicare 9900 available on Amazon.,"{""initial"": 160.92, ""final"": 144.71}",China
2022-04-28 00:00:00.000,Philips Airfryer XXL,Official Philips Store,Philips,The Philips Airfryer XXL offers top-notch performance and premium design.,277.09,259.36,USD,Limited Stock,743,"[""Home & Kitchen"", ""Appliances""]",1CKC67KIZ8,Philips Official,2,4545,396,amazon.com,5,https://www.amazon.com/dp/3LVNBHMA7U,3,https://m.media-amazon.com/images/I/142140599.jpg,0.73 kg,3.6,26 x 29 x 18 cm,SELLER3065,2024-01-15 00:00:00.000,6%,MOD9590,Philips,Home & Kitchen,false,112909251356,false,This product exceeded my expectations!,"[{""asin"": ""BHO3LIIGLN"", ""name"": ""Airfryer XXL - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 259.36, ""currency"": ""USD""}",7X68BJ80IT,59LR9UXRZ3,,https://www.amazon.com/dp/U8PY1KCF5V,455,true,Home & Kitchen,Appliances,963,,41,true,"[""https://m.media-amazon.com/images/I/594201178.jpg""]",Full specifications for Philips Airfryer XXL available on Amazon.,"{""initial"": 277.09, ""final"": 259.36}",China
2024-05-07 00:00:00.000,Apple iPhone 14,Official Apple Store,Apple,The Apple iPhone 14 offers top-notch performance and premium design.,1479.11,1288.8,USD,In Stock,2189,"[""Electronics"", ""Mobile Phones""]",CHRPWLD35J,Apple Official,5,296,446,amazon.com,8,https://www.amazon.com/dp/PAOKBDDAKS,2,https://m.media-amazon.com/images/I/429754646.jpg,1.44 kg,3.6,29 x 27 x 2 cm,SELLER2128,2025-03-05 00:00:00.000,12%,MOD4756,Apple,Electronics,false,886998448826,false,This product exceeded my expectations!,"[{""asin"": ""20ZVBTQQ99"", ""name"": ""iPhone 14 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 1288.8, ""currency"": ""USD""}",ICZOB4LRFQ,TGFJTNVG8N,,https://www.amazon.com/dp/DBK7XFC4PN,145,true,Electronics,Mobile Phones,798,Best Seller,15,false,"[""https://m.media-amazon.com/images/I/975986960.jpg""]",Full specifications for Apple iPhone 14 available on Amazon.,"{""initial"": 1479.11, ""final"": 1288.8}",Japan
2019-04-02 00:00:00.000,Microsoft Xbox Series X,Official Microsoft Store,Microsoft,The Microsoft Xbox Series X offers top-notch performance and premium design.,488.61,485.04,USD,Limited Stock,944,"[""Electronics"", ""Gaming Consoles""]",IUQQDMIOKB,Microsoft Official,1,2289,465,amazon.com,6,https://www.amazon.com/dp/1O3CB0FJN8,4,https://m.media-amazon.com/images/I/240230254.jpg,2.04 kg,3.3,45 x 40 x 14 cm,SELLER6747,2020-02-26 00:00:00.000,0%,MOD7616,Microsoft,Electronics,true,247017603088,false,This product exceeded my expectations!,"[{""asin"": ""WGBRSED1OX"", ""name"": ""Xbox Series X - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 485.04, ""currency"": ""USD""}",02H04JO92T,HGUXVMDD2W,,https://www.amazon.com/dp/81BVNUJ0SM,135,false,Electronics,Gaming Consoles,819,,43,true,"[""https://m.media-amazon.com/images/I/277392931.jpg"", ""https://m.media-amazon.com/images/I/612089601.jpg""]",Full specifications for Microsoft Xbox Series X available on Amazon.,"{""initial"": 488.61, ""final"": 485.04}",Germany
2025-07-12 00:00:00.000,Apple MacBook Pro 16,Official Apple Store,Apple,The Apple MacBook Pro 16 offers top-notch performance and premium design.,1069.45,961.14,USD,Limited Stock,4332,"[""Electronics"", ""PC & Hardware"", ""Laptop""]",E4NRS83FFX,Apple Official,5,4882,163,amazon.com,9,https://www.amazon.com/dp/RRN6SEVYYA,0,https://m.media-amazon.com/images/I/305696893.jpg,0.71 kg,3.8,14 x 11 x 9 cm,SELLER4362,2021-07-18 00:00:00.000,10%,MOD3725,Apple,Electronics,true,985942901543,false,This product exceeded my expectations!,"[{""asin"": ""ZQPXI8LDAG"", ""name"": ""MacBook Pro 16 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 961.14, ""currency"": ""USD""}",NWXZCZUYUG,05GN5UQSZ9,,https://www.amazon.com/dp/DKJQO6MWTJ,266,true,Electronics,Laptop,928,Best Seller,85,false,"[""https://m.media-amazon.com/images/I/489561963.jpg""]",Full specifications for Apple MacBook Pro 16 available on Amazon.,"{""initial"": 1069.45, ""final"": 961.14}",China
2025-03-17 00:00:00.000,Samsung T7 Portable SSD,Official Samsung Store,Samsung,The Samsung T7 Portable SSD offers top-notch performance and premium design.,318.21,315.43,USD,In Stock,2779,"[""Electronics"", ""Storage Devices""]",1L787AVQEG,Samsung Official,3,1552,77,amazon.com,7,https://www.amazon.com/dp/H0MIJW0ZJF,2,https://m.media-amazon.com/images/I/484196887.jpg,1.13 kg,3.8,15 x 37 x 1 cm,SELLER9265,2019-11-10 00:00:00.000,0%,MOD3797,Samsung,Electronics,false,100830007299,false,This product exceeded my expectations!,"[{""asin"": ""78HHQFZV61"", ""name"": ""T7 Portable SSD - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 315.43, ""currency"": ""USD""}",3VTYMDT8I6,VS1U31B59R,,https://www.amazon.com/dp/UEPFPFCQQA,310,true,Electronics,Storage Devices,300,,118,false,"[""https://m.media-amazon.com/images/I/723093901.jpg"", ""https://m.media-amazon.com/images/I/675327476.jpg""]",Full specifications for Samsung T7 Portable SSD available on Amazon.,"{""initial"": 318.21, ""final"": 315.43}",China
2025-09-17 00:00:00.000,Asus ROG Zephyrus G14,Official Asus ROG Store,Asus ROG,The Asus ROG Zephyrus G14 offers top-notch performance and premium design.,1854.01,1739.27,USD,In Stock,3814,"[""Electronics"", ""PC & Hardware"", ""Laptop"", ""Gaming Laptop""]",4EA22PPJX0,Asus ROG Official,4,4810,488,amazon.com,2,https://www.amazon.com/dp/SJWHOG6WI7,3,https://m.media-amazon.com/images/I/443886588.jpg,2.9 kg,4.4,32 x 28 x 12 cm,SELLER2094,2022-06-08 00:00:00.000,6%,MOD1252,Asus ROG,Electronics,true,713643486474,true,This product exceeded my expectations!,"[{""asin"": ""W37KW3A3XP"", ""name"": ""Zephyrus G14 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 1739.27, ""currency"": ""USD""}",16A5XW7NJW,BF6KSQJCKB,,https://www.amazon.com/dp/U609OZGDRI,407,false,Electronics,Gaming Laptop,606,Best Seller,245,true,"[""https://m.media-amazon.com/images/I/910796971.jpg""]",Full specifications for Asus ROG Zephyrus G14 available on Amazon.,"{""initial"": 1854.01, ""final"": 1739.27}",China
2019-07-11 00:00:00.000,Nintendo Nintendo Switch,Official Nintendo Store,Nintendo,The Nintendo Nintendo Switch offers top-notch performance and premium design.,299.69,269.37,USD,Limited Stock,4128,"[""Electronics"", ""Gaming Consoles""]",081Q0WQXU9,Nintendo Official,1,1690,287,amazon.com,4,https://www.amazon.com/dp/7MXBWLPFX5,5,https://m.media-amazon.com/images/I/850294162.jpg,1.28 kg,3.8,18 x 44 x 8 cm,SELLER6945,2019-09-04 00:00:00.000,10%,MOD7555,Nintendo,Electronics,false,373006252103,true,This product exceeded my expectations!,"[{""asin"": ""9E9TV1BTTT"", ""name"": ""Nintendo Switch - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 269.37, ""currency"": ""USD""}",TU95YECZ1Y,NQM4YGHKV6,,https://www.amazon.com/dp/N3A56OOYQX,265,true,Electronics,Gaming Consoles,467,Amazon's Choice,333,false,"[""https://m.media-amazon.com/images/I/565187760.jpg"", ""https://m.media-amazon.com/images/I/806949823.jpg""]",Full specifications for Nintendo Nintendo Switch available on Amazon.,"{""initial"": 299.69, ""final"": 269.37}",USA
2023-03-19 00:00:00.000,Samsung Galaxy S23,Official Samsung Store,Samsung,The Samsung Galaxy S23 offers top-notch performance and premium design.,1003.39,865.59,USD,Limited Stock,976,"[""Electronics"", ""Mobile Phones""]",4IYNSDEH98,Samsung Official,3,2398,360,amazon.com,2,https://www.amazon.com/dp/94MIG7ZSV1,2,https://m.media-amazon.com/images/I/989559331.jpg,2.84 kg,4.5,43 x 16 x 7 cm,SELLER4060,2020-02-28 00:00:00.000,13%,MOD1348,Samsung,Electronics,false,508773508866,true,This product exceeded my expectations!,"[{""asin"": ""DCFZQ13SNJ"", ""name"": ""Galaxy S23 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 865.59, ""currency"": ""USD""}",KBT9TV2UX2,PZQJF8T518,,https://www.amazon.com/dp/VI88OLE4ED,23,true,Electronics,Mobile Phones,580,Best Seller,458,true,"[""https://m.media-amazon.com/images/I/527866592.jpg"", ""https://m.media-amazon.com/images/I/103814791.jpg""]",Full specifications for Samsung Galaxy S23 available on Amazon.,"{""initial"": 1003.39, ""final"": 865.59}",Germany
2025-08-18 00:00:00.000,Apple MacBook Pro 14,Official Apple Store,Apple,The Apple MacBook Pro 14 offers top-notch performance and premium design.,1709.59,1618.74,USD,In Stock,834,"[""Electronics"", ""PC & Hardware"", ""Laptop""]",85AHEMAHCU,Apple Official,3,533,301,amazon.com,1,https://www.amazon.com/dp/3O0NZXAZW4,1,https://m.media-amazon.com/images/I/609386346.jpg,0.51 kg,3.2,17 x 19 x 3 cm,SELLER8524,2021-01-22 00:00:00.000,5%,MOD2866,Apple,Electronics,false,825798669565,true,This product exceeded my expectations!,"[{""asin"": ""7OGN7M7F1K"", ""name"": ""MacBook Pro 14 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 1618.74, ""currency"": ""USD""}",ATXRRAULE6,HROAUCJ3EF,,https://www.amazon.com/dp/FHDMCTPX2X,315,false,Electronics,Laptop,734,,408,false,"[""https://m.media-amazon.com/images/I/121109910.jpg""]",Full specifications for Apple MacBook Pro 14 available on Amazon.,"{""initial"": 1709.59, ""final"": 1618.74}",USA
2022-11-05 00:00:00.000,Asus ROG Strix Scar 15,Official Asus ROG Store,Asus ROG,The Asus ROG Strix Scar 15 offers top-notch performance and premium design.,1759.77,1657.43,USD,Out of Stock,201,"[""Electronics"", ""PC & Hardware"", ""Laptop"", ""Gaming Laptop""]",IO3OXHF0IM,Asus ROG Official,3,2590,352,amazon.com,7,https://www.amazon.com/dp/ZM452TIX7H,4,https://m.media-amazon.com/images/I/942858256.jpg,0.36 kg,3.0,16 x 21 x 7 cm,SELLER8602,2020-04-07 00:00:00.000,5%,MOD7004,Asus ROG,Electronics,false,256020109319,false,This product exceeded my expectations!,"[{""asin"": ""VE5S3APRX4"", ""name"": ""Strix Scar 15 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 1657.43, ""currency"": ""USD""}",8QQXKT2TV6,HXHIZ4LWY8,,https://www.amazon.com/dp/0AGVDYZE73,299,false,Electronics,Gaming Laptop,520,Best Seller,255,false,"[""https://m.media-amazon.com/images/I/881879192.jpg"", ""https://m.media-amazon.com/images/I/415716065.jpg""]",Full specifications for Asus ROG Strix Scar 15 available on Amazon.,"{""initial"": 1759.77, ""final"": 1657.43}",USA
2019-04-26 00:00:00.000,Seagate Expansion Portable,Official Seagate Store,Seagate,The Seagate Expansion Portable offers top-notch performance and premium design.,67.48,62.4,USD,Out of Stock,1444,"[""Electronics"", ""Storage Devices""]",B30KO8EYGT,Seagate Official,4,2660,61,amazon.com,1,https://www.amazon.com/dp/B7ABWK6798,5,https://m.media-amazon.com/images/I/749239409.jpg,2.78 kg,3.4,38 x 36 x 6 cm,SELLER9437,2024-07-01 00:00:00.000,7%,MOD4464,Seagate,Electronics,false,259968636119,true,This product exceeded my expectations!,"[{""asin"": ""84UYE5SXT2"", ""name"": ""Expansion Portable - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 62.4, ""currency"": ""USD""}",GAW38TOP6N,9LAE7FS290,,https://www.amazon.com/dp/GDJUXPSVFP,209,true,Electronics,Storage Devices,885,Amazon's Choice,232,true,"[""https://m.media-amazon.com/images/I/311127494.jpg"", ""https://m.media-amazon.com/images/I/526493868.jpg""]",Full specifications for Seagate Expansion Portable available on Amazon.,"{""initial"": 67.48, ""final"": 62.4}",USA
2022-11-08 00:00:00.000,Seagate Expansion Portable,Official Seagate Store,Seagate,The Seagate Expansion Portable offers top-notch performance and premium design.,241.44,214.86,USD,In Stock,2690,"[""Electronics"", ""Storage Devices""]",ZHGKO95YTU,Seagate Official,1,4840,248,amazon.com,7,https://www.amazon.com/dp/CKVODJX9IV,2,https://m.media-amazon.com/images/I/481392341.jpg,2.98 kg,4.8,16 x 14 x 17 cm,SELLER2430,2023-11-02 00:00:00.000,11%,MOD6076,Seagate,Electronics,true,726951720223,true,This product exceeded my expectations!,"[{""asin"": ""SF4HT7Q305"", ""name"": ""Expansion Portable - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 214.86, ""currency"": ""USD""}",PR4W40V3JK,15H71MEN0U,,https://www.amazon.com/dp/1JA6UUIWV3,278,true,Electronics,Storage Devices,525,,488,true,"[""https://m.media-amazon.com/images/I/107484483.jpg""]",Full specifications for Seagate Expansion Portable available on Amazon.,"{""initial"": 241.44, ""final"": 214.86}",Germany
2021-03-10 00:00:00.000,Microsoft Xbox Series X,Official Microsoft Store,Microsoft,The Microsoft Xbox Series X offers top-notch performance and premium design.,306.93,272.1,USD,Out of Stock,3559,"[""Electronics"", ""Gaming Consoles""]",TL6IH4I8BO,Microsoft Official,3,806,13,amazon.com,5,https://www.amazon.com/dp/IB4MUXHSW5,3,https://m.media-amazon.com/images/I/190182335.jpg,2.41 kg,4.8,34 x 40 x 2 cm,SELLER1895,2024-02-03 00:00:00.000,11%,MOD5179,Microsoft,Electronics,true,177877700988,true,This product exceeded my expectations!,"[{""asin"": ""LEM62EBXQH"", ""name"": ""Xbox Series X - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 272.1, ""currency"": ""USD""}",M3UY88NMMD,8J7W6N7VOS,,https://www.amazon.com/dp/QYVCFM6VYX,4,false,Electronics,Gaming Consoles,246,Amazon's Choice,460,true,"[""https://m.media-amazon.com/images/I/292565504.jpg"", ""https://m.media-amazon.com/images/I/715839909.jpg""]",Full specifications for Microsoft Xbox Series X available on Amazon.,"{""initial"": 306.93, ""final"": 272.1}",South Korea
2019-01-25 00:00:00.000,Samsung Galaxy Z Fold5,Official Samsung Store,Samsung,The Samsung Galaxy Z Fold5 offers top-notch performance and premium design.,1510.24,1434.76,USD,Limited Stock,2243,"[""Electronics"", ""Mobile Phones""]",O56R4RORZJ,Samsung Official,3,500,180,amazon.com,5,https://www.amazon.com/dp/B8NFKV182E,5,https://m.media-amazon.com/images/I/871602781.jpg,2.82 kg,4.3,37 x 27 x 3 cm,SELLER2629,2020-10-10 00:00:00.000,4%,MOD2798,Samsung,Electronics,false,135345550704,true,This product exceeded my expectations!,"[{""asin"": ""R9L4BE0TFL"", ""name"": ""Galaxy Z Fold5 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 1434.76, ""currency"": ""USD""}",6HM07FWUHC,RM0M5S63ZD,,https://www.amazon.com/dp/BZ2AQV7EOP,395,true,Electronics,Mobile Phones,804,Amazon's Choice,452,true,"[""https://m.media-amazon.com/images/I/249639588.jpg"", ""https://m.media-amazon.com/images/I/257325844.jpg""]",Full specifications for Samsung Galaxy Z Fold5 available on Amazon.,"{""initial"": 1510.24, ""final"": 1434.76}",Germany
2022-07-16 00:00:00.000,Sony PlayStation 5 Standard,Official Sony Store,Sony,The Sony PlayStation 5 Standard offers top-notch performance and premium design.,572.4,520.74,USD,Out of Stock,3666,"[""Electronics"", ""Gaming Consoles""]",I5C2JSMXNY,Sony Official,3,698,286,amazon.com,8,https://www.amazon.com/dp/UVJDIPQXBF,5,https://m.media-amazon.com/images/I/485053492.jpg,2.98 kg,3.4,37 x 16 x 12 cm,SELLER1096,2019-06-05 00:00:00.000,9%,MOD2882,Sony,Electronics,true,895073590373,false,This product exceeded my expectations!,"[{""asin"": ""49LMZ0ZOTP"", ""name"": ""PlayStation 5 Standard - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 520.74, ""currency"": ""USD""}",WSY5L4P4JG,YRU6YOPDZ1,,https://www.amazon.com/dp/QZVLSD31NL,299,false,Electronics,Gaming Consoles,972,Amazon's Choice,452,true,"[""https://m.media-amazon.com/images/I/637467057.jpg"", ""https://m.media-amazon.com/images/I/931062158.jpg""]",Full specifications for Sony PlayStation 5 Standard available on Amazon.,"{""initial"": 572.4, ""final"": 520.74}",China
2024-03-04 00:00:00.000,Philips Airfryer XXL,Official Philips Store,Philips,The Philips Airfryer XXL offers top-notch performance and premium design.,253.17,232.74,USD,Limited Stock,1145,"[""Home & Kitchen"", ""Appliances""]",0ETFNLLZRU,Philips Official,1,1262,335,amazon.com,4,https://www.amazon.com/dp/FL41Y24N0D,4,https://m.media-amazon.com/images/I/242939602.jpg,0.37 kg,3.2,12 x 15 x 9 cm,SELLER4869,2021-01-17 00:00:00.000,8%,MOD1154,Philips,Home & Kitchen,false,131904550185,false,This product exceeded my expectations!,"[{""asin"": ""4HXGWW5RMU"", ""name"": ""Airfryer XXL - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 232.74, ""currency"": ""USD""}",5H9K7IEFNB,QUU31CU25O,,https://www.amazon.com/dp/UXA9441WU3,194,false,Home & Kitchen,Appliances,114,Best Seller,447,true,"[""https://m.media-amazon.com/images/I/523901630.jpg"", ""https://m.media-amazon.com/images/I/647157712.jpg""]",Full specifications for Philips Airfryer XXL available on Amazon.,"{""initial"": 253.17, ""final"": 232.74}",South Korea
2023-05-15 00:00:00.000,Microsoft Xbox Series X,Official Microsoft Store,Microsoft,The Microsoft Xbox Series X offers top-notch performance and premium design.,431.54,420.09,USD,In Stock,3722,"[""Electronics"", ""Gaming Consoles""]",DEBF2BS6NP,Microsoft Official,5,3976,182,amazon.com,1,https://www.amazon.com/dp/AQ6M1DSFW1,0,https://m.media-amazon.com/images/I/880335613.jpg,1.63 kg,4.6,24 x 40 x 3 cm,SELLER9381,2021-07-12 00:00:00.000,2%,MOD6818,Microsoft,Electronics,false,439755736450,true,This product exceeded my expectations!,"[{""asin"": ""OCENKLF7F2"", ""name"": ""Xbox Series X - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 420.09, ""currency"": ""USD""}",LRTIIZO2MH,5KJR40U5Z9,,https://www.amazon.com/dp/SVD1N35OBE,487,false,Electronics,Gaming Consoles,523,Amazon's Choice,380,true,"[""https://m.media-amazon.com/images/I/518059672.jpg"", ""https://m.media-amazon.com/images/I/308599721.jpg""]",Full specifications for Microsoft Xbox Series X available on Amazon.,"{""initial"": 431.54, ""final"": 420.09}",Japan
2021-01-09 00:00:00.000,Samsung Galaxy Z Fold5,Official Samsung Store,Samsung,The Samsung Galaxy Z Fold5 offers top-notch performance and premium design.,1370.11,1287.06,USD,Limited Stock,1731,"[""Electronics"", ""Mobile Phones""]",3TAGKMKSUV,Samsung Official,3,886,136,amazon.com,6,https://www.amazon.com/dp/ZT1T0AALE4,1,https://m.media-amazon.com/images/I/642870939.jpg,0.77 kg,3.5,25 x 37 x 4 cm,SELLER1091,2023-06-11 00:00:00.000,6%,MOD6703,Samsung,Electronics,true,182697094850,false,This product exceeded my expectations!,"[{""asin"": ""R5DVHZOEQ4"", ""name"": ""Galaxy Z Fold5 - Variant""}]","[""Standard Shipping"", ""Express Shipping""]","[""Feature 1"", ""Feature 2"", ""Feature 3""]",Standard,"{""price"": 1287.06, ""currency"": ""USD""}",LX7KO8YYEL,R1IR3HX9PX,,https://www.amazon.com/dp/52JAWQY5AL,465,true,Electronics,Mobile Phones,912,,40,true,"[""https://m.media-amazon.com/images/I/547706368.jpg"", ""https://m.media-amazon.com/images/I/828418102.jpg"", ""https://m.media-amazon.com/images/I/317031000.jpg""]",Full specifications for Samsung Galaxy Z Fold5 available on Amazon.,"{""initial"": 1370.11, ""final"": 1287.06}",Japan
